Title,Clean,Tokens,Filtered,Stemmed,Terms
Doc 1,"sekjen pdip sekaligus sekretaris tim pemenang nasional tpn ganjar pranowomahfud md hasto kristiyanto ingin debat calon presiden dan calon wakil presiden saling adu gagasan dia menyebut debat harus pertarungan gagasan tanpa ada rekayasa

sehingga debat itu betulbetul menjadi pertarungan gagasan yang otentik pertarungan gagasan yang tidak ada suatu rekayasa kata hasto kepada wartawan di serang banten minggu 

menurut hasro para caprescawapres juga harus bisa menunjukkan jati dirinya sebagai pemimpin yang otentik serta bisa menampilkan visi misi dan programnya sebagai pemimpin

advertisement scroll to continue with content

bukan dari mendompleng siapa ucapnya

makanya ia mengatakan ganjarmahfud sudah siap dengan rangkaian debat yang diselenggarakan oleh kpu karena debat bagi tpn adalah pertarungan gagasan dan disaksikan oleh rakyat indonesia

ganjarmahfud siap untuk melakukan debat tegasnya

di samping itu tpn juga setuju jika para panelis debat membuat pakta integritas agar tidak membocorkan pertanyaan saat debat karena tpn melihat bahwa seluruh tahapan pemilu saat ini rentan ada intimidasi menurutnya ada kelompok yang khawatir pada gerakan rakyat yang ingin pemimpin yang baik

sehingga intimidasi itu menunjukkan bahwa ada yang khawatir terhadap gerakan rakyat terhadap pemimpin yang baik ini malah sejak awal ada yang melakukan manipulasi hukum maka di dalam kpu pun terkait dengan para panelis yang semua harus membuat pakta integritas itu sudah seharusnya sudah sewajarnya kata hasto menjelaskan","['sekjen', 'pdip', 'sekaligus', 'sekretaris', 'tim', 'pemenang', 'nasional', 'tpn', 'ganjar', 'pranowomahfud', 'md', 'hasto', 'kristiyanto', 'ingin', 'debat', 'calon', 'presiden', 'dan', 'calon', 'wakil', 'presiden', 'saling', 'adu', 'gagasan', 'dia', 'menyebut', 'debat', 'harus', 'pertarungan', 'gagasan', 'tanpa', 'ada', 'rekayasa', 'sehingga', 'debat', 'itu', 'betulbetul', 'menjadi', 'pertarungan', 'gagasan', 'yang', 'otentik', 'pertarungan', 'gagasan', 'yang', 'tidak', 'ada', 'suatu', 'rekayasa', 'kata', 'hasto', 'kepada', 'wartawan', 'di', 'serang', 'banten', 'minggu', 'menurut', 'hasro', 'para', 'caprescawapres', 'juga', 'harus', 'bisa', 'menunjukkan', 'jati', 'dirinya', 'sebagai', 'pemimpin', 'yang', 'otentik', 'serta', 'bisa', 'menampilkan', 'visi', 'misi', 'dan', 'programnya', 'sebagai', 'pemimpin', 'advertisement', 'scroll', 'to', 'continue', 'with', 'content', 'bukan', 'dari', 'mendompleng', 'siapa', 'ucapnya', 'makanya', 'ia', 'mengatakan', 'ganjarmahfud', 'sudah', 'siap', 'dengan', 'rangkaian', 'debat', 'yang', 'diselenggarakan', 'oleh', 'kpu', 'karena', 'debat', 'bagi', 'tpn', 'adalah', 'pertarungan', 'gagasan', 'dan', 'disaksikan', 'oleh', 'rakyat', 'indonesia', 'ganjarmahfud', 'siap', 'untuk', 'melakukan', 'debat', 'tegasnya', 'di', 'samping', 'itu', 'tpn', 'juga', 'setuju', 'jika', 'para', 'panelis', 'debat', 'membuat', 'pakta', 'integritas', 'agar', 'tidak', 'membocorkan', 'pertanyaan', 'saat', 'debat', 'karena', 'tpn', 'melihat', 'bahwa', 'seluruh', 'tahapan', 'pemilu', 'saat', 'ini', 'rentan', 'ada', 'intimidasi', 'menurutnya', 'ada', 'kelompok', 'yang', 'khawatir', 'pada', 'gerakan', 'rakyat', 'yang', 'ingin', 'pemimpin', 'yang', 'baik', 'sehingga', 'intimidasi', 'itu', 'menunjukkan', 'bahwa', 'ada', 'yang', 'khawatir', 'terhadap', 'gerakan', 'rakyat', 'terhadap', 'pemimpin', 'yang', 'baik', 'ini', 'malah', 'sejak', 'awal', 'ada', 'yang', 'melakukan', 'manipulasi', 'hukum', 'maka', 'di', 'dalam', 'kpu', 'pun', 'terkait', 'dengan', 'para', 'panelis', 'yang', 'semua', 'harus', 'membuat', 'pakta', 'integritas', 'itu', 'sudah', 'seharusnya', 'sudah', 'sewajarnya', 'kata', 'hasto', 'menjelaskan']","['sekjen', 'pdip', 'sekretaris', 'tim', 'pemenang', 'nasional', 'tpn', 'ganjar', 'pranowomahfud', 'md', 'hasto', 'kristiyanto', 'debat', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'adu', 'gagasan', 'menyebut', 'debat', 'pertarungan', 'gagasan', 'rekayasa', 'debat', 'betulbetul', 'pertarungan', 'gagasan', 'otentik', 'pertarungan', 'gagasan', 'rekayasa', 'hasto', 'wartawan', 'serang', 'banten', 'minggu', 'hasro', 'caprescawapres', 'jati', 'pemimpin', 'otentik', 'menampilkan', 'visi', 'misi', 'programnya', 'pemimpin', 'advertisement', 'scroll', 'to', 'continue', 'with', 'content', 'mendompleng', 'ganjarmahfud', 'rangkaian', 'debat', 'diselenggarakan', 'kpu', 'debat', 'tpn', 'pertarungan', 'gagasan', 'disaksikan', 'rakyat', 'indonesia', 'ganjarmahfud', 'debat', 'samping', 'tpn', 'setuju', 'panelis', 'debat', 'pakta', 'integritas', 'membocorkan', 'debat', 'tpn', 'tahapan', 'pemilu', 'rentan', 'intimidasi', 'menurutnya', 'kelompok', 'khawatir', 'gerakan', 'rakyat', 'pemimpin', 'intimidasi', 'khawatir', 'gerakan', 'rakyat', 'pemimpin', 'manipulasi', 'hukum', 'kpu', 'terkait', 'panelis', 'pakta', 'integritas', 'sewajarnya', 'hasto']","['sekjen', 'pdip', 'sekretaris', 'tim', 'menang', 'nasional', 'tpn', 'ganjar', 'pranowomahfud', 'md', 'hasto', 'kristiyanto', 'debat', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'adu', 'gagas', 'sebut', 'debat', 'tarung', 'gagas', 'rekayasa', 'debat', 'betulbetul', 'tarung', 'gagas', 'otentik', 'tarung', 'gagas', 'rekayasa', 'hasto', 'wartawan', 'serang', 'banten', 'minggu', 'hasro', 'caprescawapres', 'jati', 'pimpin', 'otentik', 'tampil', 'visi', 'misi', 'program', 'pimpin', 'advertisement', 'scroll', 'to', 'continue', 'with', 'content', 'dompleng', 'ganjarmahfud', 'rangkai', 'debat', 'selenggara', 'kpu', 'debat', 'tpn', 'tarung', 'gagas', 'saksi', 'rakyat', 'indonesia', 'ganjarmahfud', 'debat', 'samping', 'tpn', 'tuju', 'panelis', 'debat', 'pakta', 'integritas', 'bocor', 'debat', 'tpn', 'tahap', 'milu', 'rentan', 'intimidasi', 'turut', 'kelompok', 'khawatir', 'gera', 'rakyat', 'pimpin', 'intimidasi', 'khawatir', 'gera', 'rakyat', 'pimpin', 'manipulasi', 'hukum', 'kpu', 'kait', 'panelis', 'pakta', 'integritas', 'wajar', 'hasto']","['sekjen', 'pdip', 'sekretaris', 'tim', 'menang', 'nasional', 'tpn', 'ganjar', 'pranowomahfud', 'md', 'hasto', 'kristiyanto', 'debat', 'calon', 'presiden', 'wakil', 'adu', 'gagas', 'sebut', 'tarung', 'rekayasa', 'betulbetul', 'otentik', 'wartawan', 'serang', 'banten', 'minggu', 'hasro', 'caprescawapres', 'jati', 'pimpin', 'tampil', 'visi', 'misi', 'program', 'advertisement', 'scroll', 'to', 'continue', 'with', 'content', 'dompleng', 'ganjarmahfud', 'rangkai', 'selenggara', 'kpu', 'saksi', 'rakyat', 'indonesia', 'samping', 'tuju', 'panelis', 'pakta', 'integritas', 'bocor', 'tahap', 'milu', 'rentan', 'intimidasi', 'turut', 'kelompok', 'khawatir', 'gera', 'manipulasi', 'hukum', 'kait', 'wajar']"
Doc 2,"mantan ketua umum pengurus besar nahdlatul ulama pbnu said aqil siradj mengungkapkan tidak mendukung salah satu pasangan calon di pilpres  ia menegaskan akan bersikap netral di pemilu 

netral semuanya akan mendapatkan barokahnya santri barokahnya pesantren kata said aqil kepada wartawan di pondok pesantren luhur altsaqafah usai menerima kunjungan gibran rakabuming raka di kawasan jagakarsa jakarta selatan minggu 

diketahui ketiga pasangan calon presidenwakil presiden pernah bertemu dengan mantan ketua umum pbnu itu selain itu said aqil juga mendoakan aniesmuhaimin atau amin terpilih menjadi presiden dan wakil presiden pada pemilu  namun menurutnya hal itu bukan merupakan dukungan melainkan hanya berupa doa

advertisement scroll to continue with content

bukan mendukung saya bukan ketua partai sudah bukan lagi ketua nu ketua partai saya mendoakan mana yang baik yang diridai allah oleh tuhan itulah yang akan jadi insyaallah ujarnya

said aqil menyebut tiga pasangan calon pada pilpres  adalah putra terbaik bangsa sehingga dia mendoakan ketiga paslon

mendoakan mendoakan semuanya semuanya cocok semuanya tigatiganya anak bangsa iya putra bangsa yang terbaiklah sambungnya

meski begitu said menambahkan kedatangan ketiga pasangan calon presiden dan wakil presiden ke pondok pesantren itu menjadi dukungan untuk program pesantren yang lebih baik sehingga kata dia para santripun turut mendoakan ketiganya untuk kebaikan indonesia

artinya pesantren itu merupakan kekuatan masyarakat civil societylah intinya merupakan benteng kekuatan masyarakat yang semua calon barang kali ingin mendapatkan berkah doa dari para santri saya terima semua pungkasnya","['mantan', 'ketua', 'umum', 'pengurus', 'besar', 'nahdlatul', 'ulama', 'pbnu', 'said', 'aqil', 'siradj', 'mengungkapkan', 'tidak', 'mendukung', 'salah', 'satu', 'pasangan', 'calon', 'di', 'pilpres', 'ia', 'menegaskan', 'akan', 'bersikap', 'netral', 'di', 'pemilu', 'netral', 'semuanya', 'akan', 'mendapatkan', 'barokahnya', 'santri', 'barokahnya', 'pesantren', 'kata', 'said', 'aqil', 'kepada', 'wartawan', 'di', 'pondok', 'pesantren', 'luhur', 'altsaqafah', 'usai', 'menerima', 'kunjungan', 'gibran', 'rakabuming', 'raka', 'di', 'kawasan', 'jagakarsa', 'jakarta', 'selatan', 'minggu', 'diketahui', 'ketiga', 'pasangan', 'calon', 'presidenwakil', 'presiden', 'pernah', 'bertemu', 'dengan', 'mantan', 'ketua', 'umum', 'pbnu', 'itu', 'selain', 'itu', 'said', 'aqil', 'juga', 'mendoakan', 'aniesmuhaimin', 'atau', 'amin', 'terpilih', 'menjadi', 'presiden', 'dan', 'wakil', 'presiden', 'pada', 'pemilu', 'namun', 'menurutnya', 'hal', 'itu', 'bukan', 'merupakan', 'dukungan', 'melainkan', 'hanya', 'berupa', 'doa', 'advertisement', 'scroll', 'to', 'continue', 'with', 'content', 'bukan', 'mendukung', 'saya', 'bukan', 'ketua', 'partai', 'sudah', 'bukan', 'lagi', 'ketua', 'nu', 'ketua', 'partai', 'saya', 'mendoakan', 'mana', 'yang', 'baik', 'yang', 'diridai', 'allah', 'oleh', 'tuhan', 'itulah', 'yang', 'akan', 'jadi', 'insyaallah', 'ujarnya', 'said', 'aqil', 'menyebut', 'tiga', 'pasangan', 'calon', 'pada', 'pilpres', 'adalah', 'putra', 'terbaik', 'bangsa', 'sehingga', 'dia', 'mendoakan', 'ketiga', 'paslon', 'mendoakan', 'mendoakan', 'semuanya', 'semuanya', 'cocok', 'semuanya', 'tigatiganya', 'anak', 'bangsa', 'iya', 'putra', 'bangsa', 'yang', 'terbaiklah', 'sambungnya', 'meski', 'begitu', 'said', 'menambahkan', 'kedatangan', 'ketiga', 'pasangan', 'calon', 'presiden', 'dan', 'wakil', 'presiden', 'ke', 'pondok', 'pesantren', 'itu', 'menjadi', 'dukungan', 'untuk', 'program', 'pesantren', 'yang', 'lebih', 'baik', 'sehingga', 'kata', 'dia', 'para', 'santripun', 'turut', 'mendoakan', 'ketiganya', 'untuk', 'kebaikan', 'indonesia', 'artinya', 'pesantren', 'itu', 'merupakan', 'kekuatan', 'masyarakat', 'civil', 'societylah', 'intinya', 'merupakan', 'benteng', 'kekuatan', 'masyarakat', 'yang', 'semua', 'calon', 'barang', 'kali', 'ingin', 'mendapatkan', 'berkah', 'doa', 'dari', 'para', 'santri', 'saya', 'terima', 'semua', 'pungkasnya']","['mantan', 'ketua', 'pengurus', 'nahdlatul', 'ulama', 'pbnu', 'said', 'aqil', 'siradj', 'mendukung', 'salah', 'pasangan', 'calon', 'pilpres', 'bersikap', 'netral', 'pemilu', 'netral', 'barokahnya', 'santri', 'barokahnya', 'pesantren', 'said', 'aqil', 'wartawan', 'pondok', 'pesantren', 'luhur', 'altsaqafah', 'menerima', 'kunjungan', 'gibran', 'rakabuming', 'raka', 'kawasan', 'jagakarsa', 'jakarta', 'selatan', 'minggu', 'ketiga', 'pasangan', 'calon', 'presidenwakil', 'presiden', 'bertemu', 'mantan', 'ketua', 'pbnu', 'said', 'aqil', 'mendoakan', 'aniesmuhaimin', 'amin', 'terpilih', 'presiden', 'wakil', 'presiden', 'pemilu', 'menurutnya', 'dukungan', 'doa', 'advertisement', 'scroll', 'to', 'continue', 'with', 'content', 'mendukung', 'ketua', 'partai', 'ketua', 'nu', 'ketua', 'partai', 'mendoakan', 'diridai', 'allah', 'tuhan', 'insyaallah', 'said', 'aqil', 'menyebut', 'pasangan', 'calon', 'pilpres', 'putra', 'terbaik', 'bangsa', 'mendoakan', 'ketiga', 'paslon', 'mendoakan', 'mendoakan', 'cocok', 'tigatiganya', 'anak', 'bangsa', 'iya', 'putra', 'bangsa', 'terbaiklah', 'sambungnya', 'said', 'kedatangan', 'ketiga', 'pasangan', 'calon', 'presiden', 'wakil', 'presiden', 'pondok', 'pesantren', 'dukungan', 'program', 'pesantren', 'santripun', 'mendoakan', 'ketiganya', 'kebaikan', 'indonesia', 'pesantren', 'kekuatan', 'masyarakat', 'civil', 'societylah', 'intinya', 'benteng', 'kekuatan', 'masyarakat', 'calon', 'barang', 'kali', 'berkah', 'doa', 'santri', 'terima', 'pungkasnya']","['mantan', 'ketua', 'urus', 'nahdlatul', 'ulama', 'pbnu', 'said', 'aqil', 'siradj', 'dukung', 'salah', 'pasang', 'calon', 'pilpres', 'sikap', 'netral', 'milu', 'netral', 'barokahnya', 'santri', 'barokahnya', 'pesantren', 'said', 'aqil', 'wartawan', 'pondok', 'pesantren', 'luhur', 'altsaqafah', 'terima', 'kunjung', 'gibran', 'rakabuming', 'raka', 'kawasan', 'jagakarsa', 'jakarta', 'selatan', 'minggu', 'tiga', 'pasang', 'calon', 'presidenwakil', 'presiden', 'temu', 'mantan', 'ketua', 'pbnu', 'said', 'aqil', 'doa', 'aniesmuhaimin', 'amin', 'pilih', 'presiden', 'wakil', 'presiden', 'milu', 'turut', 'dukung', 'doa', 'advertisement', 'scroll', 'to', 'continue', 'with', 'content', 'dukung', 'ketua', 'partai', 'ketua', 'nu', 'ketua', 'partai', 'doa', 'rida', 'allah', 'tuhan', 'insyaallah', 'said', 'aqil', 'sebut', 'pasang', 'calon', 'pilpres', 'putra', 'baik', 'bangsa', 'doa', 'tiga', 'paslon', 'doa', 'doa', 'cocok', 'tigatiganya', 'anak', 'bangsa', 'iya', 'putra', 'bangsa', 'baik', 'sambung', 'said', 'datang', 'tiga', 'pasang', 'calon', 'presiden', 'wakil', 'presiden', 'pondok', 'pesantren', 'dukung', 'program', 'pesantren', 'santri', 'doa', 'tiga', 'baik', 'indonesia', 'pesantren', 'kuat', 'masyarakat', 'civil', 'societylah', 'inti', 'benteng', 'kuat', 'masyarakat', 'calon', 'barang', 'kali', 'berkah', 'doa', 'santri', 'terima', 'pungkas']","['mantan', 'ketua', 'urus', 'nahdlatul', 'ulama', 'pbnu', 'said', 'aqil', 'siradj', 'dukung', 'salah', 'pasang', 'calon', 'pilpres', 'sikap', 'netral', 'milu', 'barokahnya', 'santri', 'pesantren', 'wartawan', 'pondok', 'luhur', 'altsaqafah', 'terima', 'kunjung', 'gibran', 'rakabuming', 'raka', 'kawasan', 'jagakarsa', 'jakarta', 'selatan', 'minggu', 'tiga', 'presidenwakil', 'presiden', 'temu', 'doa', 'aniesmuhaimin', 'amin', 'pilih', 'wakil', 'turut', 'advertisement', 'scroll', 'to', 'continue', 'with', 'content', 'partai', 'nu', 'rida', 'allah', 'tuhan', 'insyaallah', 'sebut', 'putra', 'baik', 'bangsa', 'paslon', 'cocok', 'tigatiganya', 'anak', 'iya', 'sambung', 'datang', 'program', 'indonesia', 'kuat', 'masyarakat', 'civil', 'societylah', 'inti', 'benteng', 'barang', 'kali', 'berkah', 'pungkas']"
