Title,Clean,Tokens,Filtered,Stemmed,Terms,Stemmed_Text,cluster
Doc 1,sekjen pdip sekaligus sekretaris tim pemenang nasional tpn ganjar pranowo mahfud md hasto kristiyanto ingin debat calon presiden dan calon wakil presiden saling adu gagasan dia menyebut debat harus pertarungan gagasan tanpa ada rekayasa sehingga debat itu betul betul menjadi pertarungan gagasan yang otentik pertarungan gagasan yang tidak ada suatu rekayasa kata hasto kepada wartawan di serang banten minggu menurut hasro para capres cawapres juga harus bisa menunjukkan jati dirinya sebagai pemimpin yang otentik serta bisa menampilkan visi misi dan programnya sebagai pemimpin advertisement scroll to continue with content bukan dari mendompleng siapa ucapnya makanya ia mengatakan ganjar mahfud sudah siap dengan rangkaian debat yang diselenggarakan oleh kpu karena debat bagi tpn adalah pertarungan gagasan dan disaksikan oleh rakyat indonesia ganjar mahfud siap untuk melakukan debat tegasnya di samping itu tpn juga setuju jika para panelis debat membuat pakta integritas agar tidak membocorkan pertanyaan saat debat karena tpn melihat bahwa seluruh tahapan pemilu saat ini rentan ada intimidasi menurutnya ada kelompok yang khawatir pada gerakan rakyat yang ingin pemimpin yang baik sehingga intimidasi itu menunjukkan bahwa ada yang khawatir terhadap gerakan rakyat terhadap pemimpin yang baik ini malah sejak awal ada yang melakukan manipulasi hukum maka di dalam kpu pun terkait dengan para panelis yang semua harus membuat pakta integritas itu sudah seharusnya sudah sewajarnya kata hasto menjelaskan,"['sekjen', 'pdip', 'sekaligus', 'sekretaris', 'tim', 'pemenang', 'nasional', 'tpn', 'ganjar', 'pranowo', 'mahfud', 'md', 'hasto', 'kristiyanto', 'ingin', 'debat', 'calon', 'presiden', 'dan', 'calon', 'wakil', 'presiden', 'saling', 'adu', 'gagasan', 'dia', 'menyebut', 'debat', 'harus', 'pertarungan', 'gagasan', 'tanpa', 'ada', 'rekayasa', 'sehingga', 'debat', 'itu', 'betul', 'betul', 'menjadi', 'pertarungan', 'gagasan', 'yang', 'otentik', 'pertarungan', 'gagasan', 'yang', 'tidak', 'ada', 'suatu', 'rekayasa', 'kata', 'hasto', 'kepada', 'wartawan', 'di', 'serang', 'banten', 'minggu', 'menurut', 'hasro', 'para', 'capres', 'cawapres', 'juga', 'harus', 'bisa', 'menunjukkan', 'jati', 'dirinya', 'sebagai', 'pemimpin', 'yang', 'otentik', 'serta', 'bisa', 'menampilkan', 'visi', 'misi', 'dan', 'programnya', 'sebagai', 'pemimpin', 'advertisement', 'scroll', 'to', 'continue', 'with', 'content', 'bukan', 'dari', 'mendompleng', 'siapa', 'ucapnya', 'makanya', 'ia', 'mengatakan', 'ganjar', 'mahfud', 'sudah', 'siap', 'dengan', 'rangkaian', 'debat', 'yang', 'diselenggarakan', 'oleh', 'kpu', 'karena', 'debat', 'bagi', 'tpn', 'adalah', 'pertarungan', 'gagasan', 'dan', 'disaksikan', 'oleh', 'rakyat', 'indonesia', 'ganjar', 'mahfud', 'siap', 'untuk', 'melakukan', 'debat', 'tegasnya', 'di', 'samping', 'itu', 'tpn', 'juga', 'setuju', 'jika', 'para', 'panelis', 'debat', 'membuat', 'pakta', 'integritas', 'agar', 'tidak', 'membocorkan', 'pertanyaan', 'saat', 'debat', 'karena', 'tpn', 'melihat', 'bahwa', 'seluruh', 'tahapan', 'pemilu', 'saat', 'ini', 'rentan', 'ada', 'intimidasi', 'menurutnya', 'ada', 'kelompok', 'yang', 'khawatir', 'pada', 'gerakan', 'rakyat', 'yang', 'ingin', 'pemimpin', 'yang', 'baik', 'sehingga', 'intimidasi', 'itu', 'menunjukkan', 'bahwa', 'ada', 'yang', 'khawatir', 'terhadap', 'gerakan', 'rakyat', 'terhadap', 'pemimpin', 'yang', 'baik', 'ini', 'malah', 'sejak', 'awal', 'ada', 'yang', 'melakukan', 'manipulasi', 'hukum', 'maka', 'di', 'dalam', 'kpu', 'pun', 'terkait', 'dengan', 'para', 'panelis', 'yang', 'semua', 'harus', 'membuat', 'pakta', 'integritas', 'itu', 'sudah', 'seharusnya', 'sudah', 'sewajarnya', 'kata', 'hasto', 'menjelaskan']","['sekjen', 'pdip', 'sekretaris', 'tim', 'pemenang', 'nasional', 'tpn', 'ganjar', 'pranowo', 'mahfud', 'hasto', 'kristiyanto', 'debat', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'adu', 'gagasan', 'menyebut', 'debat', 'pertarungan', 'gagasan', 'rekayasa', 'debat', 'pertarungan', 'gagasan', 'otentik', 'pertarungan', 'gagasan', 'rekayasa', 'hasto', 'wartawan', 'serang', 'banten', 'minggu', 'hasro', 'capres', 'cawapres', 'jati', 'pemimpin', 'otentik', 'menampilkan', 'visi', 'misi', 'programnya', 'pemimpin', 'with', 'mendompleng', 'ganjar', 'mahfud', 'rangkaian', 'debat', 'diselenggarakan', 'kpu', 'debat', 'tpn', 'pertarungan', 'gagasan', 'disaksikan', 'rakyat', 'indonesia', 'ganjar', 'mahfud', 'debat', 'samping', 'tpn', 'setuju', 'panelis', 'debat', 'pakta', 'integritas', 'membocorkan', 'debat', 'tpn', 'tahapan', 'pemilu', 'rentan', 'intimidasi', 'menurutnya', 'kelompok', 'khawatir', 'gerakan', 'rakyat', 'pemimpin', 'intimidasi', 'khawatir', 'gerakan', 'rakyat', 'pemimpin', 'manipulasi', 'hukum', 'kpu', 'terkait', 'panelis', 'pakta', 'integritas', 'sewajarnya', 'hasto']","['sekjen', 'pdip', 'sekretaris', 'tim', 'menang', 'nasional', 'tpn', 'ganjar', 'pranowo', 'mahfud', 'hasto', 'kristiyanto', 'debat', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'adu', 'gagas', 'sebut', 'debat', 'tarung', 'gagas', 'rekayasa', 'debat', 'tarung', 'gagas', 'otentik', 'tarung', 'gagas', 'rekayasa', 'hasto', 'wartawan', 'serang', 'banten', 'minggu', 'hasro', 'capres', 'cawapres', 'jati', 'pimpin', 'otentik', 'tampil', 'visi', 'misi', 'program', 'pimpin', 'with', 'dompleng', 'ganjar', 'mahfud', 'rangkai', 'debat', 'selenggara', 'kpu', 'debat', 'tpn', 'tarung', 'gagas', 'saksi', 'rakyat', 'indonesia', 'ganjar', 'mahfud', 'debat', 'samping', 'tpn', 'tuju', 'panelis', 'debat', 'pakta', 'integritas', 'bocor', 'debat', 'tpn', 'tahap', 'pemilu', 'rentan', 'intimidasi', 'turut', 'kelompok', 'khawatir', 'gera', 'rakyat', 'pimpin', 'intimidasi', 'khawatir', 'gera', 'rakyat', 'pimpin', 'manipulasi', 'hukum', 'kpu', 'kait', 'panelis', 'pakta', 'integritas', 'wajar', 'hasto']","['sekjen', 'pdip', 'sekretaris', 'tim', 'menang', 'nasional', 'tpn', 'ganjar', 'pranowo', 'mahfud', 'hasto', 'kristiyanto', 'debat', 'calon', 'presiden', 'wakil', 'adu', 'gagas', 'sebut', 'tarung', 'rekayasa', 'otentik', 'wartawan', 'serang', 'banten', 'minggu', 'hasro', 'capres', 'cawapres', 'jati', 'pimpin', 'tampil', 'visi', 'misi', 'program', 'with', 'dompleng', 'rangkai', 'selenggara', 'kpu', 'saksi', 'rakyat', 'indonesia', 'samping', 'tuju', 'panelis', 'pakta', 'integritas', 'bocor', 'tahap', 'pemilu', 'rentan', 'intimidasi', 'turut', 'kelompok', 'khawatir', 'gera', 'manipulasi', 'hukum', 'kait', 'wajar']",sekjen pdip sekretaris tim menang nasional tpn ganjar pranowo mahfud hasto kristiyanto debat calon presiden calon wakil presiden adu gagas sebut debat tarung gagas rekayasa debat tarung gagas otentik tarung gagas rekayasa hasto wartawan serang banten minggu hasro capres cawapres jati pimpin otentik tampil visi misi program pimpin with dompleng ganjar mahfud rangkai debat selenggara kpu debat tpn tarung gagas saksi rakyat indonesia ganjar mahfud debat samping tpn tuju panelis debat pakta integritas bocor debat tpn tahap pemilu rentan intimidasi turut kelompok khawatir gera rakyat pimpin intimidasi khawatir gera rakyat pimpin manipulasi hukum kpu kait panelis pakta integritas wajar hasto,2
Doc 2,mantan ketua umum pengurus besar nahdlatul ulama pbnu said aqil siradj mengungkapkan tidak mendukung salah satu pasangan calon di pilpres ia menegaskan akan bersikap netral di pemilu netral semuanya akan mendapatkan barokahnya santri barokahnya pesantren kata said aqil kepada wartawan di pondok pesantren luhur al tsaqafah usai menerima kunjungan gibran rakabuming raka di kawasan jagakarsa jakarta selatan minggu diketahui ketiga pasangan calon presiden wakil presiden pernah bertemu dengan mantan ketua umum pbnu itu selain itu said aqil juga mendoakan anies muhaimin atau amin terpilih menjadi presiden dan wakil presiden pada pemilu namun menurutnya hal itu bukan merupakan dukungan melainkan hanya berupa doa advertisement scroll to continue with content bukan mendukung saya bukan ketua partai sudah bukan lagi ketua nu ketua partai saya mendoakan mana yang baik yang diridai allah oleh tuhan itulah yang akan jadi insyaallah ujarnya said aqil menyebut tiga pasangan calon pada pilpres adalah putra terbaik bangsa sehingga dia mendoakan ketiga paslon mendoakan mendoakan semuanya semuanya cocok semuanya tiga tiganya anak bangsa iya putra bangsa yang terbaiklah sambungnya meski begitu said menambahkan kedatangan ketiga pasangan calon presiden dan wakil presiden ke pondok pesantren itu menjadi dukungan untuk program pesantren yang lebih baik sehingga kata dia para santripun turut mendoakan ketiganya untuk kebaikan indonesia artinya pesantren itu merupakan kekuatan masyarakat civil society lah intinya merupakan benteng kekuatan masyarakat yang semua calon barang kali ingin mendapatkan berkah doa dari para santri saya terima semua pungkasnya,"['mantan', 'ketua', 'umum', 'pengurus', 'besar', 'nahdlatul', 'ulama', 'pbnu', 'said', 'aqil', 'siradj', 'mengungkapkan', 'tidak', 'mendukung', 'salah', 'satu', 'pasangan', 'calon', 'di', 'pilpres', 'ia', 'menegaskan', 'akan', 'bersikap', 'netral', 'di', 'pemilu', 'netral', 'semuanya', 'akan', 'mendapatkan', 'barokahnya', 'santri', 'barokahnya', 'pesantren', 'kata', 'said', 'aqil', 'kepada', 'wartawan', 'di', 'pondok', 'pesantren', 'luhur', 'al', 'tsaqafah', 'usai', 'menerima', 'kunjungan', 'gibran', 'rakabuming', 'raka', 'di', 'kawasan', 'jagakarsa', 'jakarta', 'selatan', 'minggu', 'diketahui', 'ketiga', 'pasangan', 'calon', 'presiden', 'wakil', 'presiden', 'pernah', 'bertemu', 'dengan', 'mantan', 'ketua', 'umum', 'pbnu', 'itu', 'selain', 'itu', 'said', 'aqil', 'juga', 'mendoakan', 'anies', 'muhaimin', 'atau', 'amin', 'terpilih', 'menjadi', 'presiden', 'dan', 'wakil', 'presiden', 'pada', 'pemilu', 'namun', 'menurutnya', 'hal', 'itu', 'bukan', 'merupakan', 'dukungan', 'melainkan', 'hanya', 'berupa', 'doa', 'advertisement', 'scroll', 'to', 'continue', 'with', 'content', 'bukan', 'mendukung', 'saya', 'bukan', 'ketua', 'partai', 'sudah', 'bukan', 'lagi', 'ketua', 'nu', 'ketua', 'partai', 'saya', 'mendoakan', 'mana', 'yang', 'baik', 'yang', 'diridai', 'allah', 'oleh', 'tuhan', 'itulah', 'yang', 'akan', 'jadi', 'insyaallah', 'ujarnya', 'said', 'aqil', 'menyebut', 'tiga', 'pasangan', 'calon', 'pada', 'pilpres', 'adalah', 'putra', 'terbaik', 'bangsa', 'sehingga', 'dia', 'mendoakan', 'ketiga', 'paslon', 'mendoakan', 'mendoakan', 'semuanya', 'semuanya', 'cocok', 'semuanya', 'tiga', 'tiganya', 'anak', 'bangsa', 'iya', 'putra', 'bangsa', 'yang', 'terbaiklah', 'sambungnya', 'meski', 'begitu', 'said', 'menambahkan', 'kedatangan', 'ketiga', 'pasangan', 'calon', 'presiden', 'dan', 'wakil', 'presiden', 'ke', 'pondok', 'pesantren', 'itu', 'menjadi', 'dukungan', 'untuk', 'program', 'pesantren', 'yang', 'lebih', 'baik', 'sehingga', 'kata', 'dia', 'para', 'santripun', 'turut', 'mendoakan', 'ketiganya', 'untuk', 'kebaikan', 'indonesia', 'artinya', 'pesantren', 'itu', 'merupakan', 'kekuatan', 'masyarakat', 'civil', 'society', 'lah', 'intinya', 'merupakan', 'benteng', 'kekuatan', 'masyarakat', 'yang', 'semua', 'calon', 'barang', 'kali', 'ingin', 'mendapatkan', 'berkah', 'doa', 'dari', 'para', 'santri', 'saya', 'terima', 'semua', 'pungkasnya']","['mantan', 'ketua', 'pengurus', 'nahdlatul', 'ulama', 'pbnu', 'said', 'aqil', 'siradj', 'mendukung', 'salah', 'pasangan', 'calon', 'pilpres', 'bersikap', 'netral', 'pemilu', 'netral', 'barokahnya', 'santri', 'barokahnya', 'pesantren', 'said', 'aqil', 'wartawan', 'pondok', 'pesantren', 'luhur', 'tsaqafah', 'menerima', 'kunjungan', 'gibran', 'rakabuming', 'raka', 'kawasan', 'jagakarsa', 'jakarta', 'selatan', 'minggu', 'ketiga', 'pasangan', 'calon', 'presiden', 'wakil', 'presiden', 'bertemu', 'mantan', 'ketua', 'pbnu', 'said', 'aqil', 'mendoakan', 'anies', 'muhaimin', 'amin', 'terpilih', 'presiden', 'wakil', 'presiden', 'pemilu', 'menurutnya', 'dukungan', 'doa', 'with', 'mendukung', 'ketua', 'partai', 'ketua', 'ketua', 'partai', 'mendoakan', 'diridai', 'allah', 'tuhan', 'insyaallah', 'said', 'aqil', 'menyebut', 'pasangan', 'calon', 'pilpres', 'putra', 'terbaik', 'bangsa', 'mendoakan', 'ketiga', 'paslon', 'mendoakan', 'mendoakan', 'cocok', 'tiganya', 'anak', 'bangsa', 'iya', 'putra', 'bangsa', 'terbaiklah', 'sambungnya', 'said', 'kedatangan', 'ketiga', 'pasangan', 'calon', 'presiden', 'wakil', 'presiden', 'pondok', 'pesantren', 'dukungan', 'program', 'pesantren', 'santripun', 'mendoakan', 'ketiganya', 'kebaikan', 'indonesia', 'pesantren', 'kekuatan', 'masyarakat', 'civil', 'society', 'intinya', 'benteng', 'kekuatan', 'masyarakat', 'calon', 'barang', 'kali', 'berkah', 'doa', 'santri', 'terima', 'pungkasnya']","['mantan', 'ketua', 'urus', 'nahdlatul', 'ulama', 'pbnu', 'said', 'aqil', 'siradj', 'dukung', 'salah', 'pasang', 'calon', 'pilpres', 'sikap', 'netral', 'pemilu', 'netral', 'barokahnya', 'santri', 'barokahnya', 'pesantren', 'said', 'aqil', 'wartawan', 'pondok', 'pesantren', 'luhur', 'tsaqafah', 'terima', 'kunjung', 'gibran', 'rakabuming', 'raka', 'kawasan', 'jagakarsa', 'jakarta', 'selatan', 'minggu', 'tiga', 'pasang', 'calon', 'presiden', 'wakil', 'presiden', 'temu', 'mantan', 'ketua', 'pbnu', 'said', 'aqil', 'doa', 'anies', 'muhaimin', 'amin', 'pilih', 'presiden', 'wakil', 'presiden', 'pemilu', 'turut', 'dukung', 'doa', 'with', 'dukung', 'ketua', 'partai', 'ketua', 'ketua', 'partai', 'doa', 'rida', 'allah', 'tuhan', 'insyaallah', 'said', 'aqil', 'sebut', 'pasang', 'calon', 'pilpres', 'putra', 'baik', 'bangsa', 'doa', 'tiga', 'paslon', 'doa', 'doa', 'cocok', 'tiga', 'anak', 'bangsa', 'iya', 'putra', 'bangsa', 'baik', 'sambung', 'said', 'datang', 'tiga', 'pasang', 'calon', 'presiden', 'wakil', 'presiden', 'pondok', 'pesantren', 'dukung', 'program', 'pesantren', 'santri', 'doa', 'tiga', 'baik', 'indonesia', 'pesantren', 'kuat', 'masyarakat', 'civil', 'society', 'inti', 'benteng', 'kuat', 'masyarakat', 'calon', 'barang', 'kali', 'berkah', 'doa', 'santri', 'terima', 'pungkas']","['mantan', 'ketua', 'urus', 'nahdlatul', 'ulama', 'pbnu', 'said', 'aqil', 'siradj', 'dukung', 'salah', 'pasang', 'calon', 'pilpres', 'sikap', 'netral', 'pemilu', 'barokahnya', 'santri', 'pesantren', 'wartawan', 'pondok', 'luhur', 'tsaqafah', 'terima', 'kunjung', 'gibran', 'rakabuming', 'raka', 'kawasan', 'jagakarsa', 'jakarta', 'selatan', 'minggu', 'tiga', 'presiden', 'wakil', 'temu', 'doa', 'anies', 'muhaimin', 'amin', 'pilih', 'turut', 'with', 'partai', 'rida', 'allah', 'tuhan', 'insyaallah', 'sebut', 'putra', 'baik', 'bangsa', 'paslon', 'cocok', 'anak', 'iya', 'sambung', 'datang', 'program', 'indonesia', 'kuat', 'masyarakat', 'civil', 'society', 'inti', 'benteng', 'barang', 'kali', 'berkah', 'pungkas']",mantan ketua urus nahdlatul ulama pbnu said aqil siradj dukung salah pasang calon pilpres sikap netral pemilu netral barokahnya santri barokahnya pesantren said aqil wartawan pondok pesantren luhur tsaqafah terima kunjung gibran rakabuming raka kawasan jagakarsa jakarta selatan minggu tiga pasang calon presiden wakil presiden temu mantan ketua pbnu said aqil doa anies muhaimin amin pilih presiden wakil presiden pemilu turut dukung doa with dukung ketua partai ketua ketua partai doa rida allah tuhan insyaallah said aqil sebut pasang calon pilpres putra baik bangsa doa tiga paslon doa doa cocok tiga anak bangsa iya putra bangsa baik sambung said datang tiga pasang calon presiden wakil presiden pondok pesantren dukung program pesantren santri doa tiga baik indonesia pesantren kuat masyarakat civil society inti benteng kuat masyarakat calon barang kali berkah doa santri terima pungkas,1
